student_id,timestamp,reading_speed_wpm,pronunciation_accuracy,listening_score,reading_score,speaking_score,engagement_level,eye_tracking_focus_duration,gesture_interaction_count,emotion_state,teacher_id,teaching_experience_years,teaching_style,adaptive_score,student_feedback_score,real_time_adjustments_made,session_id,device_type_used,network_latency_ms,sensor_error_rate,content_type_displayed,content_difficulty_level,recommendation_used,performance_improvement_rate,personalized_content_effectiveness
S076,2024-07-20 16:14:00,122.20275826054504,72.69135683566044,75,97,98,High,280.5305425302664,11,Bored,T17,3,Mixed,72.94133282904495,4.408076361440686,6,SESS5103,Smart Board,54.71707291526979,0.0750985314178842,Video,Hard,1,15.84315621725267,1
S007,2024-06-02 20:17:00,95.2192730431147,74.06059590931525,51,84,65,Low,299.7085833209382,6,Happy,T04,8,Auditory,71.16676693734097,4.212243122028226,1,SESS3946,AR Glass,59.40535584962009,0.3150644716418517,Video,Easy,0,6.141096252533707,0
S073,2024-12-22 17:57:00,123.18010322286344,82.6040549180619,76,76,83,Medium,378.0207088797924,7,Bored,T01,4,Visual,61.56476235932567,4.020990032235011,4,SESS8063,Tablet,48.62728182902184,1.2366188122867725,Quiz,Hard,1,9.635855436715635,0
S108,2024-09-01 12:56:00,97.29809422897392,69.85152775314135,72,82,52,Medium,312.84562464781226,16,Happy,T17,8,Auditory,62.54261221288012,3.4261400135875,1,SESS1445,Smart Board,63.89602828146591,1.4414188302546949,Video,Medium,1,7.75347806952109,0
S030,2024-08-21 16:51:00,116.27959203758904,77.71820750636667,88,78,91,Medium,330.9021160325196,10,Confused,T09,13,Kinesthetic,80.1378595091221,3.7220275511126912,1,SESS9553,AR Glass,48.72265171536114,0.2197214637813654,Game,Hard,1,20.00174044553052,0
S013,2024-01-01 15:53:00,91.99802393404757,97.0138044421769,71,71,98,Low,246.41278358224665,10,Happy,T15,12,Kinesthetic,71.65182752605266,3.976178144421478,2,SESS7975,Smart Board,55.1869445771778,0.6172453170963307,Quiz,Medium,0,12.111568808320325,0
S042,2024-12-30 08:31:00,90.38128550495938,65.09400450422636,75,86,75,High,253.6908553345947,6,Bored,T07,2,Visual,91.61301730608156,3.8403224610926103,2,SESS2912,AR Glass,47.95383494522412,2.067320624003704,Text,Hard,1,11.134244109903932,0
S077,2024-09-26 11:17:00,134.8319243806838,80.37074577936352,52,61,75,High,376.0146689511973,3,Focused,T04,14,Visual,67.92330534381219,3.725373546317849,2,SESS7657,Laptop,60.96796254441404,1.000906805597338,Quiz,Hard,0,13.77967640895826,0
S060,2024-12-04 16:12:00,139.0031394414499,89.13874837250808,65,73,65,High,287.8525484501069,11,Bored,T20,1,Mixed,75.60896607117161,5.0,4,SESS2847,Tablet,30.479122004774982,0.7567836169738197,Text,Medium,0,11.0379913064286,0
S017,2024-06-29 04:28:00,123.27485700779998,80.35470251355032,75,83,90,Low,417.0768051441453,9,Confused,T19,3,Mixed,74.59914862626997,3.989549203017926,2,SESS3097,Smart Board,51.17327383308782,1.776429887919663,Video,Hard,0,7.802410622628614,0
S096,2024-06-10 16:59:00,103.88126970843057,87.61623055972467,66,98,69,High,268.6087143847734,15,Bored,T20,12,Mixed,84.49142987780998,4.196020944866298,3,SESS7830,AR Glass,48.75474752406316,1.1009537209013978,Text,Hard,1,5.97631657462252,1
S098,2024-08-31 03:56:00,88.39020891789775,87.69317654252539,72,65,88,Medium,299.26519362918515,9,Bored,T11,11,Mixed,66.02745628514168,4.444492147138576,3,SESS2595,AR Glass,54.96064233225875,1.4431009830646877,Video,Hard,1,8.831484103429975,0
S061,2024-05-06 18:23:00,110.665258362486,73.23872522010929,87,68,57,Low,213.11493951016053,9,Focused,T16,12,Visual,60.92536225623445,2.9814620325139307,1,SESS9996,Laptop,65.70032280542672,0.848837878961846,Quiz,Hard,0,9.97718585504852,0
S032,2024-03-13 06:07:00,99.76486098319768,84.51804514464187,77,57,90,Low,350.41026955670554,7,Bored,T20,17,Auditory,86.33342025069074,4.028706473878185,4,SESS1588,AR Glass,41.55892267591253,0.9159646053972348,Video,Hard,1,11.425876623248268,0
S125,2024-01-12 20:37:00,102.92120388064788,87.17206477893065,96,90,98,Low,274.08346790349765,11,Focused,T14,16,Mixed,93.5996700648693,4.183454708548487,1,SESS3286,Smart Board,52.09496862632359,0.5622191059840196,Quiz,Hard,0,8.825758332053462,0
S118,2024-07-22 07:29:00,95.19156188490612,80.08836471250542,85,75,57,High,361.9560242410786,10,Happy,T06,13,Kinesthetic,56.89868675003984,3.550792664325821,5,SESS7942,Tablet,54.919191715065054,1.5897200603606434,Text,Easy,1,7.6541217394764764,0
S144,2024-03-11 06:06:00,84.30298206363683,98.53872374165412,71,76,98,Medium,293.12760928484295,9,Focused,T18,16,Visual,87.37816311973462,4.109341546138071,5,SESS1931,Laptop,45.156243080306965,0.3246390235292468,Text,Easy,1,6.813822339620613,0
S025,2024-03-11 11:15:00,100.15206572796774,77.20919770752124,94,62,53,High,342.6968926853334,11,Happy,T04,8,Visual,63.75357908162131,3.9991820166779513,2,SESS6100,Laptop,45.7396766143558,0.7183706942698185,Text,Easy,0,22.696288956054463,0
S137,2024-07-17 23:11:00,130.95190368155363,81.10089608990222,63,51,60,Low,273.98098039368915,11,Happy,T11,19,Kinesthetic,71.576913613756,3.865296582777721,3,SESS1502,Smart Board,57.17542255795962,0.1483087803224226,Video,Easy,0,9.722261505516906,0
S060,2024-07-16 15:31:00,115.7609817340896,84.67305251905907,51,62,92,Medium,190.84197302820425,10,Happy,T08,16,Mixed,84.14605515594084,3.449374047576444,3,SESS3006,Tablet,54.876732749232936,0.7766582646546665,Quiz,Easy,1,7.621643260156988,0
S100,2024-11-18 01:44:00,97.76751390067268,79.40974506766143,70,55,50,Low,171.2485944090035,15,Focused,T18,13,Kinesthetic,80.12941250791495,3.6873809082232216,3,SESS3299,AR Glass,47.26390256496032,1.0890642128805323,Video,Easy,1,10.17817729925228,0
S035,2024-09-02 02:21:00,121.9953683387781,85.69005511359033,63,75,77,Low,262.4085490386874,12,Confused,T11,19,Kinesthetic,53.07869943758021,4.288278481527883,2,SESS9531,Tablet,53.11250154543536,1.761893705096904,Game,Medium,1,-2.2837352843173964,0
S058,2024-06-02 01:33:00,97.84241229531172,75.95458116212929,86,77,59,Low,371.3759868770849,5,Confused,T16,17,Kinesthetic,77.23336158696355,3.8251081195215737,2,SESS7749,Laptop,28.893004788498217,1.7814067831040554,Quiz,Easy,0,12.778201198167672,0
S019,2024-04-27 08:44:00,141.26715845812345,98.90903496185275,93,68,91,High,247.4629047969146,11,Focused,T14,13,Visual,61.17200269035664,4.2482890794824,0,SESS4387,AR Glass,48.05748611765966,0.6914547958565624,Quiz,Medium,1,3.705789792239024,0
S058,2024-01-21 03:16:00,127.83201511478308,84.58691569419227,79,80,73,Medium,149.83442870026707,7,Happy,T08,19,Kinesthetic,81.84642201555168,4.283170065259511,3,SESS5421,Tablet,58.31818176105263,1.3202910034745758,Quiz,Easy,1,5.926079360048513,0
S007,2024-07-04 18:15:00,137.70470497171405,87.65955269354433,63,87,86,Medium,345.8551319165414,8,Bored,T03,6,Visual,75.107981648097,3.569793317358024,0,SESS3305,Laptop,46.154444557701744,0.6990156605518076,Game,Hard,1,13.801255473176802,0
S113,2024-08-14 09:23:00,126.59493657242665,92.71638149301336,60,64,73,Low,377.30438041070937,12,Bored,T18,11,Auditory,79.6451660524285,4.04329489373645,2,SESS8304,Smart Board,48.44322764607921,0.7027419736378753,Game,Easy,0,12.94164259230321,0
S121,2024-08-10 03:02:00,105.2228223402449,81.80942978933658,54,68,63,Medium,167.51360689956738,14,Focused,T03,8,Kinesthetic,78.60778424673428,4.886188993488798,3,SESS5113,Laptop,46.01626609823052,0.0695450595726767,Game,Medium,1,14.984700341392015,0
S107,2024-06-29 11:17:00,120.3024768581397,61.604069974851136,89,89,88,High,211.2848252532095,6,Happy,T07,1,Mixed,86.43754043206928,4.482961003979795,1,SESS5546,AR Glass,50.82054871152798,0.4543047813532648,Game,Easy,1,5.9149928036955295,0
S065,2024-01-18 16:25:00,132.64656968689434,89.02034480046922,59,82,87,Medium,165.31182553756145,10,Bored,T05,15,Mixed,81.7580873004408,3.777853369961944,2,SESS3503,Laptop,53.77300493044852,1.6929516606455497,Video,Hard,1,15.04301474924418,0
S144,2024-06-30 23:05:00,85.51672880857222,87.80964320918198,54,69,60,High,293.281648764323,7,Confused,T08,14,Kinesthetic,78.26423365070714,4.3809594932178335,1,SESS4416,Laptop,52.1265576238302,1.4339245183315912,Game,Hard,1,5.3174299125163165,0
S115,2024-04-07 03:33:00,96.867124597822,87.04610209524913,97,53,54,High,313.0116622189763,6,Focused,T14,9,Auditory,79.42116665313473,4.796593313319699,3,SESS7137,Laptop,44.88784323568815,1.0278624561443472,Game,Medium,1,15.470957592354743,0
S002,2024-12-14 20:59:00,84.61303055427771,100.0,58,58,59,High,239.27373748438995,8,Bored,T19,2,Kinesthetic,58.451433281342304,4.080676612939452,0,SESS2485,Smart Board,57.75472572488914,0.9045442543058284,Text,Medium,0,11.56487075908426,0
S062,2024-01-27 03:28:00,92.0859435973137,87.77181579358746,73,82,98,Medium,256.9017950297551,7,Happy,T17,17,Mixed,84.05887611490503,3.8655556547225847,0,SESS9308,Laptop,38.934740912583294,1.0003495587785871,Quiz,Medium,1,10.791279904766837,0
S057,2024-07-23 14:28:00,99.8365068089944,86.49286563472478,72,68,81,Medium,435.3890409256525,9,Bored,T08,19,Visual,69.26414841659906,4.694291134520144,2,SESS2238,Laptop,23.406486429506277,0.8286562029598257,Game,Hard,0,8.142795670021043,0
S086,2024-05-01 02:40:00,88.88732457923268,77.22183312409125,95,83,82,Low,356.14070358884766,7,Bored,T18,8,Visual,87.71555094994159,4.049372888818668,1,SESS3242,AR Glass,48.69654854012792,0.8246592360606063,Quiz,Medium,1,8.85391974223204,0
S069,2024-08-07 20:23:00,122.20795862185408,75.59586225432098,95,92,65,Medium,398.7838345607984,7,Happy,T17,16,Mixed,64.92910635693738,4.115471978194082,2,SESS8194,Smart Board,42.840241930737946,1.165159534121308,Game,Medium,1,14.350049537820372,0
S064,2024-02-06 08:47:00,117.91075573538724,87.61937611106826,54,69,60,High,257.7393785674344,11,Bored,T14,5,Mixed,60.91538703636441,4.592605145755445,2,SESS7631,AR Glass,43.29960806444653,1.0832075743814442,Text,Medium,1,5.120100958541666,0
S116,2024-09-28 02:25:00,109.70165405763814,88.33643531450598,81,66,99,Medium,429.3143723059844,7,Happy,T01,11,Visual,81.72257284413772,3.4777526268000605,6,SESS3414,Tablet,47.77605280112158,0.9256517879438898,Quiz,Easy,0,6.603790416432804,0
S109,2024-01-29 02:11:00,137.16425399497916,84.79151239334864,91,71,70,Medium,246.07200550545213,12,Focused,T11,13,Mixed,65.90366102510028,3.4981210542183145,3,SESS6456,AR Glass,55.10296389582323,0.8259934568515805,Text,Medium,0,10.99279181448146,0
S082,2024-01-18 13:41:00,88.48452549261731,90.81022009865984,70,60,89,Medium,349.46492329544765,12,Focused,T08,2,Kinesthetic,73.7538621865653,4.259936113174992,0,SESS9357,AR Glass,48.81676577319009,0.1226065797123829,Text,Hard,1,9.380530106297204,0
S059,2024-11-27 11:15:00,91.52062811380968,86.45226777129346,92,66,94,High,322.4751065670587,10,Focused,T19,8,Auditory,64.51171665918324,3.9825057547515192,2,SESS6156,Laptop,67.7080063563551,1.249868810056055,Text,Medium,0,12.662975546852756,0
S043,2024-07-24 16:05:00,93.68328597107356,94.2948250734477,83,61,68,Low,359.1433630094138,12,Confused,T20,12,Mixed,69.05535451861778,4.53228433901335,5,SESS5938,Tablet,51.1960566888707,0.2367240691511267,Game,Medium,0,9.710475463311075,0
S114,2024-03-12 21:33:00,122.2772710195781,86.33847654246,63,64,56,Low,326.79838389102514,10,Confused,T17,7,Mixed,72.86727624034208,4.678316691091727,3,SESS7172,AR Glass,22.875095081520264,1.5094434976112403,Video,Hard,0,9.749404121623748,0
S056,2024-02-29 05:26:00,72.0599384011301,97.98177707834697,72,93,88,Medium,324.75422379864733,13,Focused,T12,18,Mixed,55.70315403685842,2.6763735600512457,4,SESS4114,Laptop,57.29542766635814,0.7811671650986474,Quiz,Medium,1,4.06832452389314,1
S105,2024-11-07 22:21:00,148.96556964851575,78.49629055929974,93,96,59,Medium,284.0209602886378,10,Happy,T11,17,Visual,68.35465070357787,3.8498197559556857,1,SESS7080,Tablet,41.95213083339675,0.0331608494462198,Video,Hard,1,3.963020841768128,1
S057,2024-11-17 20:32:00,93.9413288048425,91.82623236457148,86,86,92,High,316.44034710513426,14,Confused,T20,13,Visual,75.50306522755321,3.925405420120641,3,SESS9928,Smart Board,43.40586588548997,0.9358942369524448,Text,Hard,0,7.49430016360715,1
S127,2024-07-28 22:22:00,117.02845240057285,90.0818977749213,96,72,98,Medium,450.1018927716266,10,Confused,T09,3,Mixed,79.69620789375504,4.397953252423737,1,SESS9684,Smart Board,60.48530938507601,0.6473946318351094,Quiz,Medium,1,6.481899685367768,0
S015,2024-02-01 13:16:00,145.36064547549063,94.37838301566644,63,86,83,Medium,165.25996806036983,8,Confused,T13,3,Auditory,66.21628812907215,4.271749551394671,1,SESS8771,AR Glass,60.83609653905471,0.1257265075212368,Quiz,Hard,1,3.713298497855777,0
S118,2024-02-15 16:06:00,123.26151254838769,75.49316208594674,75,67,55,Medium,354.44968610503537,11,Happy,T08,8,Visual,75.358945497677,3.180301866167972,8,SESS1707,AR Glass,54.6254855264754,1.6910794955187636,Quiz,Hard,0,13.243549437948214,0
S033,2024-11-11 11:56:00,107.4932287952472,86.46713686433323,92,79,88,Medium,322.12039853237405,14,Bored,T04,7,Auditory,71.0666118767264,4.32626734687974,0,SESS6870,Tablet,31.074540146960363,0.8894013341371005,Text,Easy,0,10.94860441779029,0
S114,2024-08-11 00:25:00,127.79581118322932,82.63647166075641,77,64,79,Medium,346.22551302699856,17,Happy,T09,12,Kinesthetic,81.76770270716955,4.066484837073438,2,SESS7520,Tablet,42.99879185060827,1.1835511333940336,Quiz,Easy,0,7.370973063435215,0
S041,2024-10-10 00:17:00,108.03442389501508,64.64759759374496,60,72,75,High,293.2204930879148,16,Happy,T17,9,Auditory,62.75064949811048,4.2200072250266665,2,SESS3106,AR Glass,44.97945775647389,1.560926594713424,Game,Easy,0,16.552719123461067,0
S103,2024-02-11 16:57:00,106.66380832316652,73.5304137126656,70,96,65,Low,279.378699123733,8,Confused,T03,6,Auditory,90.49209476526303,3.6445640347943793,0,SESS9550,Tablet,43.30878918887357,0.3742302879047779,Text,Medium,1,17.218823020366298,0
S080,2024-03-13 01:00:00,108.76773232411146,96.17295831588127,57,95,74,Low,320.56352078266224,13,Happy,T13,12,Visual,79.56753219153784,4.624600883743767,1,SESS7069,Laptop,54.91404567019497,1.1874889691698545,Quiz,Medium,0,6.213002415508455,0
S131,2024-03-28 12:13:00,89.62593204914971,81.83902131563472,71,51,73,Low,317.7875360399135,6,Focused,T03,18,Kinesthetic,74.59142066403992,5.0,4,SESS8916,AR Glass,45.04133821992716,0.5165119284353935,Game,Medium,1,9.7614432192901,0
S149,2024-08-07 10:24:00,109.94596191364148,73.41635310807457,71,77,69,Low,371.0048549723512,16,Bored,T20,1,Auditory,68.39292751742865,3.876411308739701,0,SESS9352,Smart Board,43.180157520022014,0.9104940164412572,Text,Hard,1,6.340614571848914,0
S087,2024-12-13 06:10:00,112.93115427494948,74.37367222583899,95,99,64,Low,270.39223101815907,5,Focused,T17,3,Mixed,70.5501667862614,4.105283988814293,2,SESS4480,Smart Board,58.80296249253249,1.6325986258118494,Quiz,Medium,1,12.796796043641656,0
S105,2024-02-04 14:32:00,104.96881784458714,100.0,60,69,65,Medium,379.0436439380595,9,Confused,T13,9,Auditory,76.975996046924,3.8890437736032233,3,SESS3621,Laptop,37.8548104435073,0.2212086070691331,Text,Easy,0,15.27181774193602,0
S040,2024-12-20 16:12:00,135.07280353108115,82.9596941901894,78,81,93,Low,403.65259020604265,7,Confused,T16,15,Mixed,79.36323669674032,3.871311731288328,4,SESS7803,Tablet,33.314159261224106,0.2190965693022641,Video,Hard,1,20.00868551265068,0
S076,2024-11-14 06:03:00,108.4191211184401,100.0,51,64,83,Medium,335.9870313578837,9,Confused,T05,18,Auditory,86.33546774502706,4.688401746439465,0,SESS6433,Smart Board,57.77016095757289,1.2470150931413695,Game,Hard,0,11.303368829119536,0
S082,2024-03-20 08:37:00,101.7454226923187,78.28376632061949,63,51,86,Low,298.4667557405133,9,Happy,T12,2,Kinesthetic,86.72729019259364,4.134108404138848,1,SESS9368,Laptop,42.86383444259236,1.8583827401571933,Video,Medium,1,17.688057800370206,0
S094,2024-04-12 10:52:00,88.90573057125077,79.47372005093798,80,60,59,Low,174.2905486392009,13,Happy,T16,8,Auditory,77.54173892246202,4.750379895317155,1,SESS7627,Smart Board,58.50221742113493,0.8391824743913087,Game,Hard,1,20.383739917804206,0
S064,2024-11-07 23:21:00,115.7290317834733,89.3004164719107,77,96,64,Low,395.0402163338218,6,Focused,T12,1,Kinesthetic,98.07791694996068,3.9345420136151255,3,SESS6451,Laptop,39.65045135467867,1.069671296810632,Quiz,Hard,1,12.262674459106671,1
S026,2024-04-10 00:33:00,107.99630238042177,95.85866341867806,96,92,99,High,325.6722406314232,6,Confused,T06,16,Kinesthetic,54.12110965399391,4.031928150667071,1,SESS6570,AR Glass,51.20589933890711,0.6396047905317807,Quiz,Easy,1,12.41946158620945,1
S133,2024-05-10 20:08:00,122.07789012171422,72.81027477463874,75,92,59,Medium,311.0262680773825,13,Happy,T11,14,Kinesthetic,76.66769619596518,4.09032273213772,4,SESS7212,Tablet,57.51740273393576,1.1712138826106373,Video,Hard,1,4.441873361306366,0
S096,2024-03-17 02:07:00,122.03706323479533,81.01679093976038,74,97,62,Medium,320.4360011459915,9,Bored,T03,6,Kinesthetic,89.35181549190051,4.450737314973893,3,SESS7225,AR Glass,48.611374128053285,1.489796475420433,Video,Hard,0,3.325980808905115,1
S063,2024-05-01 01:52:00,126.63890303334388,70.37964028498115,56,64,70,High,352.4900662961479,11,Confused,T20,3,Mixed,53.43019355300327,4.821007580068184,2,SESS9422,Tablet,60.09817089342634,1.0295710611362112,Quiz,Hard,1,15.630585130076902,0
S046,2024-08-10 00:37:00,103.18633587270106,84.8006460475419,75,74,61,High,305.3764895956565,7,Confused,T08,11,Mixed,63.18606016701199,4.339986537758378,2,SESS6105,Laptop,55.7546866749443,1.3794642948933826,Text,Medium,1,11.405957119846878,0
S065,2024-07-28 05:24:00,111.56301655927814,84.37406872100478,64,53,70,High,216.1489060293676,6,Focused,T11,14,Kinesthetic,74.04754921774655,4.4854503659671545,2,SESS5694,AR Glass,43.82553387540902,0.5051859317148313,Game,Easy,0,14.70385593994108,0
S030,2024-09-05 05:36:00,95.26268909692536,82.75366850002976,60,56,80,High,319.75894710910654,7,Confused,T04,17,Visual,78.94825744407702,3.203503133234165,4,SESS7438,AR Glass,54.40474737960399,1.2359806666233044,Video,Medium,1,10.696077043224516,0
S028,2024-03-13 05:49:00,128.0923009350589,88.83971552546862,71,77,58,Medium,334.7574086582931,6,Confused,T05,10,Visual,86.60682495697125,3.862338388247285,2,SESS6775,Laptop,57.51375987075946,0.8525251608539861,Video,Easy,0,16.238710363368668,0
S090,2024-01-09 00:10:00,99.89764063634198,87.78994162223802,85,59,82,High,231.4724074022296,10,Happy,T09,16,Kinesthetic,72.49681288267006,3.4682991772410734,1,SESS8432,Smart Board,42.59953082177229,1.3671221448514892,Game,Hard,1,3.2391777668763755,0
S026,2024-10-05 12:47:00,120.0047060515724,69.50468730421488,67,52,91,Medium,400.6620488445864,6,Focused,T09,6,Visual,69.46411758292005,3.1884770532671274,0,SESS1090,Smart Board,55.63345462505024,0.7091595430256781,Game,Easy,0,4.926216346535666,0
S053,2024-10-08 19:48:00,100.26083682400989,72.76059733237743,53,62,98,Medium,329.6029980246914,8,Bored,T11,3,Visual,84.6540797443538,3.003132178714272,4,SESS6369,AR Glass,53.74056569847572,0.8697507190306386,Video,Hard,0,18.6341692110938,0
S075,2024-08-10 20:45:00,111.44650578190236,78.19112717960918,85,54,62,High,378.672613823544,6,Confused,T01,16,Kinesthetic,81.94406318945371,3.9899905503277857,1,SESS7093,AR Glass,53.83611970787932,1.43265845101019,Quiz,Medium,0,13.820480392481375,0
S005,2024-07-24 22:32:00,121.59660810042855,73.44820248859568,69,55,71,Medium,311.5229469894019,6,Happy,T16,6,Auditory,71.908835357975,3.854596959927981,1,SESS1956,Laptop,45.92176913931456,0.3898413113921123,Video,Medium,0,6.406590372783601,0
S031,2024-09-18 06:19:00,129.65109641656778,85.39163904361858,72,75,53,Low,321.9180595813073,11,Confused,T07,12,Mixed,89.02072147217844,3.780706396871352,5,SESS3293,AR Glass,61.66302747236789,0.4060435956789675,Video,Hard,1,8.23491971637219,0
S066,2024-03-07 12:14:00,94.45136125465554,98.13068515588716,69,67,59,High,286.49120835899873,10,Happy,T20,14,Kinesthetic,76.97578922051407,4.005176309921691,1,SESS7219,Laptop,36.8816376764984,0.6952438989203584,Game,Medium,1,9.06514348507277,0
S137,2024-09-10 01:25:00,110.8497488734566,90.2969275435673,81,81,77,Medium,303.8684648886072,9,Happy,T15,6,Visual,55.24533433646128,3.171783567414425,2,SESS4750,Tablet,62.56436342345189,0.9604606261968242,Video,Hard,0,2.5985795089626844,0
S033,2024-06-15 13:27:00,119.68876738690716,98.74309513179097,64,58,72,High,266.1810583544194,6,Confused,T06,19,Mixed,70.89068843700815,4.274264929267387,2,SESS3829,Tablet,40.775673139885214,0.633623185155002,Game,Medium,0,6.491640449879622,0
S073,2024-09-14 08:40:00,117.35954332134072,74.72097234286305,87,88,99,High,217.9872780950747,9,Focused,T06,14,Auditory,72.75234598107316,3.796898880689084,2,SESS4958,Laptop,38.37692843612382,1.684720488212052,Game,Medium,0,8.079839110599297,0
S035,2024-06-11 07:33:00,136.23862433065293,92.94017073541131,88,54,50,Medium,356.11428968397763,11,Confused,T14,5,Kinesthetic,70.062294222515,3.9923450754135024,0,SESS8753,AR Glass,55.792914996010886,0.019920995853084,Video,Easy,0,20.30279308308026,0
S146,2024-09-10 19:18:00,92.10410067634646,84.59911487343446,97,67,89,Low,326.5683828612549,14,Confused,T04,10,Visual,87.05926807616588,3.665463630670042,2,SESS2871,AR Glass,60.39904687396076,0.9558286704954524,Game,Medium,0,14.606748014932482,0
S128,2024-01-07 21:38:00,131.15852007507738,97.14479133907346,71,57,98,Medium,261.57039391384893,10,Bored,T16,12,Auditory,76.68395192475246,5.0,0,SESS7125,Smart Board,51.36535331082737,1.1184807078560213,Quiz,Medium,1,7.725898420557734,0
S106,2024-07-28 13:19:00,97.96260900182529,97.98811324847053,95,85,60,Low,263.34660650588467,9,Happy,T18,8,Kinesthetic,86.94531874506444,4.498023842902908,2,SESS9015,Smart Board,42.43204911430539,1.1405897811347263,Text,Medium,0,5.371895751128168,0
S121,2024-01-16 10:01:00,119.62531155731976,97.24627087226332,99,59,70,Medium,295.6158618955756,5,Confused,T01,16,Mixed,64.32983413582124,4.269148039524817,0,SESS9385,Laptop,60.72507337309802,1.278410420387499,Text,Hard,0,8.94814920719477,0
S093,2024-07-12 00:37:00,101.07835618166509,72.18702326523145,63,74,99,High,286.7247825848537,14,Focused,T20,3,Mixed,72.2318670011108,3.393771360575386,2,SESS6753,AR Glass,61.3548501636277,0.3793405007861257,Quiz,Easy,1,13.027698890402018,0
S020,2024-04-07 17:13:00,90.59662041249052,87.34137547113296,81,60,71,Low,250.29223386193632,10,Confused,T17,2,Mixed,84.09340018105375,4.199843975876321,2,SESS5125,Tablet,43.48643106208171,1.2472217070418092,Game,Medium,0,13.618068095888898,0
S109,2024-07-07 17:41:00,144.50615128170455,95.75433063105038,52,68,72,Low,345.20049726627195,11,Confused,T12,15,Auditory,78.81158384882778,4.103123772868932,4,SESS7403,Tablet,37.948582077957234,1.1694325785258712,Game,Hard,1,14.08435890010204,0
S051,2024-05-30 10:47:00,126.49857426376823,76.41894455231807,95,88,76,Medium,269.1215070469112,13,Bored,T14,10,Visual,63.897766134904,3.60755084345888,2,SESS7041,Laptop,56.48280433843859,0.7729052208442422,Text,Hard,0,5.898280877346521,0
S049,2024-12-28 00:11:00,97.74221800086508,64.05879372336223,69,59,73,Low,272.51178076717594,12,Focused,T05,7,Visual,71.42282817730755,4.583274295488503,0,SESS5007,Laptop,44.27002195009054,0.7240709270537766,Quiz,Hard,1,22.79099642834126,0
S092,2024-07-10 20:03:00,101.53628602013916,86.84551303197037,65,53,73,High,361.4437515486877,8,Happy,T02,17,Mixed,80.92526949201184,3.503828580062575,3,SESS9157,Tablet,53.858843830843256,1.0407815174921828,Text,Medium,1,16.53278730882174,0
